epoch,dice_coef,iou,loss,lr,precision,recall,val_dice_coef,val_iou,val_loss,val_precision,val_recall
13,0.9476423859596252,0.903430163860321,0.052358344197273254,1e-04,0.972100555896759,0.8606252670288086,0.9350525140762329,0.8800610303878784,0.06494750082492828,0.9529977440834045,0.8723317980766296
14,0.9469167590141296,0.9020426273345947,0.053082965314388275,1e-04,0.9722181558609009,0.8585050106048584,0.9508329629898071,0.9068661332130432,0.049167029559612274,0.9718883633613586,0.8686996102333069
15,0.9539231657981873,0.9138795137405396,0.04607560858130455,1e-04,0.9777114391326904,0.8672230243682861,0.9427673816680908,0.8926227688789368,0.057232558727264404,0.9691230058670044,0.8473338484764099
16,0.9502391815185547,0.9079107642173767,0.04976028576493263,1e-04,0.9737890958786011,0.8618375062942505,0.9337273240089417,0.8791405558586121,0.06627268344163895,0.9639535546302795,0.8582286238670349
17,0.9568249583244324,0.9190434217453003,0.04317507520318031,1e-04,0.979908287525177,0.8686055541038513,0.9285442233085632,0.871088981628418,0.07145581394433975,0.9649412035942078,0.8401020169258118
18,0.9562140703201294,0.9179586172103882,0.043786097317934036,1e-04,0.9788674712181091,0.8676566481590271,0.9311251044273376,0.8763242959976196,0.06887488067150116,0.9477965831756592,0.8543639779090881
19,0.9559879302978516,0.9178415536880493,0.044011082500219345,1e-04,0.9792578816413879,0.868034839630127,0.943135678768158,0.8937016725540161,0.05686436966061592,0.9745379686355591,0.8469619750976562
20,0.9593520760536194,0.9232956171035767,0.0406482107937336,1e-04,0.9809287190437317,0.8716784715652466,0.9505838751792908,0.9069932103157043,0.04941606521606445,0.9771149158477783,0.8694987893104553
21,0.9567241668701172,0.919052243232727,0.04327516630291939,1e-04,0.9781219959259033,0.8696528077125549,0.9442598819732666,0.8973234295845032,0.055740050971508026,0.9711905121803284,0.8690067529678345
22,0.9619933366775513,0.9282475709915161,0.038007039576768875,1e-04,0.9825510382652283,0.8736007213592529,0.9396882653236389,0.8892593383789062,0.06031174957752228,0.9605815410614014,0.8592099547386169
23,0.9628506302833557,0.9299458861351013,0.03714889660477638,1e-04,0.9834064841270447,0.8751310706138611,0.9567619562149048,0.9177761673927307,0.0432380847632885,0.9773005843162537,0.8733060359954834
24,0.9631128311157227,0.9301452040672302,0.036888401955366135,1e-04,0.9833357334136963,0.874401867389679,0.9544652104377747,0.9132257699966431,0.04553481191396713,0.9750800728797913,0.8694173693656921
25,0.9676439166069031,0.9379111528396606,0.032356418669223785,1e-04,0.9869682192802429,0.8791210055351257,0.9577314257621765,0.9191806316375732,0.04226857051253319,0.9763059616088867,0.8703529238700867
26,0.9622434377670288,0.9292184710502625,0.037756774574518204,1e-04,0.9826563596725464,0.8722897171974182,0.9528683423995972,0.910996675491333,0.04713166877627373,0.9790064692497253,0.8644701242446899
27,0.968828022480011,0.9406079649925232,0.031173547729849815,1e-04,0.9874110817909241,0.8785958290100098,0.9238806962966919,0.8704668283462524,0.07611937820911407,0.9403232336044312,0.8635714650154114
28,0.9656174778938293,0.9346471428871155,0.034382350742816925,1e-04,0.9851536750793457,0.8758217096328735,0.9507807493209839,0.9071803092956543,0.04921923577785492,0.9733526706695557,0.8734922409057617
29,0.9703460931777954,0.9430262446403503,0.029653867706656456,1e-04,0.9883748292922974,0.8812490105628967,0.9554311037063599,0.9151527285575867,0.0445689857006073,0.9722767472267151,0.875823438167572
30,0.9692552089691162,0.9412928223609924,0.030744608491659164,1e-04,0.9874711036682129,0.8801293969154358,0.9546612501144409,0.9141819477081299,0.045338790863752365,0.9736632108688354,0.869509756565094
31,0.9711326956748962,0.9447507858276367,0.02886822074651718,1e-04,0.9892791509628296,0.881095826625824,0.9318444728851318,0.879035234451294,0.06815554201602936,0.9222371578216553,0.875988781452179
32,0.9699295163154602,0.9430645704269409,0.0300698671489954,1e-04,0.9861677885055542,0.8813613653182983,0.9546035528182983,0.9135235548019409,0.045396458357572556,0.9770022630691528,0.8689566850662231
33,0.9735913276672363,0.9489336013793945,0.026409104466438293,1e-04,0.9908614158630371,0.8837911486625671,0.9475414156913757,0.9018315672874451,0.05245869234204292,0.9695338010787964,0.8694007992744446
34,0.9719859957695007,0.946208655834198,0.028014587238430977,1e-04,0.9894229173660278,0.8821888566017151,0.9522300958633423,0.9098080396652222,0.0477699339389801,0.976490318775177,0.872208833694458
35,0.9742098450660706,0.9503824710845947,0.025789732113480568,1e-04,0.9904506802558899,0.883914589881897,0.9118903279304504,0.8413283228874207,0.08810965716838837,0.9736387729644775,0.805435836315155
36,0.9735599756240845,0.9490981101989746,0.02644161693751812,1e-04,0.9906083941459656,0.8830857872962952,0.9478045105934143,0.9018571376800537,0.05219552665948868,0.9772526025772095,0.8646215796470642
37,0.973125696182251,0.9484041333198547,0.026874028146266937,1e-04,0.9896641373634338,0.8822105526924133,0.9533776640892029,0.9115722179412842,0.04662226513028145,0.9734519720077515,0.8733575940132141
38,0.9783682227134705,0.9578219056129456,0.021632052958011627,1e-04,0.9935630559921265,0.8871904611587524,0.9532448053359985,0.9114067554473877,0.04675523191690445,0.9760024547576904,0.8706272840499878
39,0.9728066921234131,0.9484008550643921,0.027193550020456314,1e-04,0.9894234538078308,0.8816433548927307,0.9231353998184204,0.8610891699790955,0.0768645852804184,0.912506639957428,0.8731385469436646
40,0.9688223600387573,0.9410015940666199,0.031179208308458328,1e-04,0.9862887859344482,0.8794780373573303,0.9528782367706299,0.9107279181480408,0.04712172970175743,0.9746009707450867,0.8718597888946533
41,0.9789223670959473,0.9588620066642761,0.02107822708785534,1e-04,0.9937853217124939,0.8876820206642151,0.9519216418266296,0.9091963768005371,0.04807838797569275,0.974963903427124,0.8675954937934875
42,0.9766095876693726,0.9548335075378418,0.023390159010887146,1e-04,0.9922584295272827,0.8854585289955139,0.9520909786224365,0.9093053936958313,0.04790901765227318,0.9706502556800842,0.8731369972229004
43,0.9800633788108826,0.9610288739204407,0.01993788778781891,1e-04,0.9944297671318054,0.888487696647644,0.9541398286819458,0.9134265184402466,0.04586008936166763,0.9782273769378662,0.8685950636863708
44,0.9740727543830872,0.9506590366363525,0.025926221162080765,1e-04,0.9899101853370667,0.8831641674041748,0.9549432992935181,0.9143491983413696,0.0450567826628685,0.9743998646736145,0.8755695819854736
45,0.9790611863136292,0.9592957496643066,0.02093925140798092,1e-04,0.9935849905014038,0.8872827887535095,0.9535724520683289,0.9120005965232849,0.046427614986896515,0.9721323251724243,0.8739669919013977
